DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2023
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"315000 PESCADOR";-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315010 PIAU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;1;-;2;-;1;-;-;2;-;2;2;-;-;-;-;-;-;2;2;-;-;-;1;-;1;1;-;1;-;1;3;11;11;14;12;74
"315015 PIEDADE DE CARATINGA";-;-;-;-;-;-;1;1;1;10;4;6;12;4;11;15;5;9;12;5;8;5;1;2;1;3;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119
"315020 PIEDADE DE PONTE NOVA";-;-;-;-;-;-;-;-;1;3;4;8;6;10;9;13;13;10;6;5;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"315030 PIEDADE DO RIO GRANDE";-;-;-;-;-;-;-;-;-;1;-;2;4;9;16;13;12;26;46;29;18;9;7;3;3;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;204
"315040 PIEDADE DOS GERAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315050 PIMENTA";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315053 PINGO-D'AGUA";-;-;1;2;-;-;4;5;11;13;17;12;4;2;4;3;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;1;-;85
"315057 PINTOPOLIS";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315060 PIRACEMA";-;-;-;-;-;-;-;-;-;-;-;1;7;4;3;16;13;4;9;12;13;6;1;-;1;2;-;-;1;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;98
"315070 PIRAJUBA";1;-;-;1;-;1;2;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"315080 PIRANGA";-;-;-;-;-;-;-;-;1;-;-;1;2;3;1;3;1;1;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"315090 PIRANGUCU";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315100 PIRANGUINHO";-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315110 PIRAPETINGA";-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315120 PIRAPORA";7;6;22;28;63;96;91;133;122;114;96;73;41;24;17;19;17;10;8;13;8;11;4;7;2;5;2;5;2;2;2;2;2;1;-;1;1;1;-;-;3;1;-;2;2;-;1;1;-;1;3;5;1077
"315130 PIRAUBA";-;-;-;-;-;-;-;-;-;-;-;3;9;3;6;6;8;-;-;1;-;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"315140 PITANGUI";1;2;1;2;3;16;41;81;177;225;243;39;36;38;17;9;10;2;15;8;18;32;17;16;6;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1064
"315150 PIUMHI";-;-;1;-;3;7;10;9;30;40;62;81;70;111;171;158;170;181;179;174;81;84;42;36;27;19;8;3;3;4;1;-;2;3;1;1;2;2;2;1;2;1;4;1;7;3;8;13;24;26;50;25;1943
"315160 PLANURA";4;-;1;10;7;8;9;5;11;13;19;16;23;9;38;27;42;52;17;10;11;21;10;8;4;7;5;14;12;5;14;9;20;14;7;3;7;4;-;2;1;3;6;2;1;1;2;5;2;13;-;-;534
"315170 POCO FUNDO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"315180 POCOS DE CALDAS";-;-;-;-;-;1;-;1;2;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;11
"315190 POCRANE";-;-;-;-;-;1;-;1;1;-;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315200 POMPEU";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315210 PONTE NOVA";4;13;22;42;71;122;234;319;344;394;514;528;483;333;369;333;233;206;181;118;87;63;42;16;28;18;7;2;4;4;2;3;4;3;2;2;3;1;4;8;5;5;1;-;-;-;-;1;1;6;4;-;5189
"315213 PONTO CHIQUE";3;1;2;2;-;1;10;6;2;5;7;6;1;4;3;2;2;-;-;-;-;1;1;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;67
"315217 PONTO DOS VOLANTES";-;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315220 PORTEIRINHA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315240 POTE";-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315250 POUSO ALEGRE";-;1;-;3;-;1;1;1;4;4;8;8;8;10;10;16;14;19;10;7;3;-;2;5;-;-;-;3;2;-;3;1;-;1;-;-;-;2;-;1;1;2;2;1;-;1;-;-;1;3;1;2;162
"315260 POUSO ALTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"315270 PRADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;4;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;14
"315280 PRATA";61;22;49;57;60;36;48;30;65;92;86;52;38;40;59;39;39;75;69;89;32;45;21;19;27;34;17;22;15;17;13;8;1;5;10;5;16;6;3;6;5;5;2;-;1;7;3;12;4;9;9;5;1490
"315290 PRATAPOLIS";3;-;3;4;7;13;26;33;43;98;52;27;11;3;-;2;-;1;-;6;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;336
"315300 PRATINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315320 PRESIDENTE JUSCELINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;1;1;2;6;2;-;4;-;25
"315340 PRESIDENTE OLEGARIO";-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;-;14
"315350 ALTO JEQUITIBA";-;-;-;-;1;-;-;-;-;3;4;9;15;2;9;13;8;7;5;4;-;2;-;4;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;89
"315360 PRUDENTE DE MORAIS";-;1;-;-;2;1;9;12;32;128;16;1;2;20;4;9;6;27;12;21;12;11;2;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;1;-;1;-;2;-;1;-;1;341
"315370 QUARTEL GERAL";-;-;-;-;-;-;-;1;1;-;5;8;3;1;3;5;1;2;-;2;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;7;4;2;-;2;4;3;5;71
"315390 RAPOSOS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315400 RAUL SOARES";-;1;1;-;-;-;2;4;10;4;4;4;3;7;9;14;3;15;34;21;14;15;12;10;11;8;2;5;2;3;6;-;1;2;2;-;1;3;1;-;-;-;-;-;1;1;-;-;1;4;1;-;242
"315410 RECREIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"315415 REDUTO";-;-;-;2;1;2;-;1;6;8;12;20;29;20;24;22;12;14;7;9;4;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;196
"315430 RESPLENDOR";-;2;2;6;8;7;5;5;4;4;5;5;6;9;3;-;1;1;1;4;3;1;1;-;-;-;3;3;-;2;-;-;1;1;-;-;1;2;1;-;-;-;1;-;-;-;-;3;-;-;1;-;102
"315445 RIACHINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"315450 RIACHO DOS MACHADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315460 RIBEIRAO DAS NEVES";3;2;5;10;3;11;16;37;42;73;77;125;158;173;177;167;128;117;126;112;72;44;34;19;15;11;2;3;2;3;2;2;4;-;1;-;-;-;-;-;1;-;-;-;1;-;5;8;4;2;12;4;1813
"315470 RIBEIRAO VERMELHO";1;-;-;-;-;-;2;1;1;1;3;3;2;-;2;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;21
"315480 RIO ACIMA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315490 RIO CASCA";-;1;1;-;-;-;1;4;9;19;63;51;64;61;52;58;61;76;47;22;18;20;14;4;4;3;2;7;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;666
"315500 RIO DOCE";-;-;-;-;-;-;3;-;4;7;4;7;4;3;2;-;2;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;42
"315510 RIO DO PRADO";7;14;26;20;13;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81
"315530 RIO MANSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"315540 RIO NOVO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"315550 RIO PARANAIBA";-;-;-;1;-;-;-;-;-;1;4;14;9;4;10;5;2;1;6;1;2;1;5;4;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;75
"315560 RIO PARDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;6
"315570 RIO PIRACICABA";-;-;-;-;-;-;-;-;-;-;1;-;5;5;3;4;6;5;10;6;2;6;1;-;3;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;62
"315580 RIO POMBA";-;-;2;-;1;2;-;6;15;46;61;74;114;143;129;89;84;64;55;46;33;18;5;10;3;2;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1007
"315600 RIO VERMELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;6;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5;3;7;11;12;58
"315610 RITAPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315620 ROCHEDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315630 RODEIRO";-;2;1;3;3;5;2;-;4;7;5;6;-;7;1;2;-;3;3;-;1;5;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;65
"315640 ROMARIA";-;-;-;-;1;-;-;-;1;15;9;8;9;6;9;15;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85
"315645 ROSARIO DA LIMEIRA";-;-;1;-;-;1;-;-;-;-;1;1;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315650 RUBELITA";-;-;1;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
"315660 RUBIM";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315670 SABARA";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8
"315680 SABINOPOLIS";-;-;-;-;1;1;3;5;9;12;-;1;-;8;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"315690 SACRAMENTO";-;2;1;1;1;3;2;4;6;6;5;12;21;21;40;58;32;44;34;20;10;14;12;5;2;3;1;1;1;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;2;2;5;4;-;1;-;-;380
"315700 SALINAS";-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"315710 SALTO DA DIVISA";5;15;23;23;3;7;2;8;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"315720 SANTA BARBARA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;18;9;1;2;12;17;1;2;70
"315725 SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315730 SANTA BARBARA DO TUGURIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"315733 SANTA CRUZ DE MINAS";-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;4;1;3;20
"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;-;-;1;6;8;7;5;8;5;3;14;10;4;3;2;3;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83
"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;-;2;1;-;-;6;1;3;2;4;-;3;1;3;9;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;45
"315760 SANTA FE DE MINAS";-;-;1;-;-;-;1;1;2;-;-;1;1;-;1;3;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"315765 SANTA HELENA DE MINAS";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"315770 SANTA JULIANA";-;-;-;-;1;-;-;-;-;1;-;-;3;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;14
"315780 SANTA LUZIA";-;1;-;-;1;1;6;9;41;31;33;90;154;100;171;84;48;59;130;98;22;28;17;23;18;16;6;6;3;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;2;-;2;-;1;2;-;1;1208
"315790 SANTA MARGARIDA";-;-;-;-;-;-;3;2;2;3;4;5;4;6;3;9;17;10;18;20;17;8;3;3;5;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;146
"315800 SANTA MARIA DE ITABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;-;1;5;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;3;4;9;24;25;85
"315810 SANTA MARIA DO SALTO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315820 SANTA MARIA DO SUACUI";-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315830 SANTANA DA VARGEM";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315840 SANTANA DE CATAGUASES";-;-;1;-;-;-;-;1;-;-;-;-;-;2;1;3;2;-;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"315850 SANTANA DE PIRAPAMA";-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315880 SANTANA DO JACARE";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12;16;21;53;49;64;67;69;66;420
"315890 SANTANA DO MANHUACU";-;1;-;-;-;-;-;1;-;-;1;2;1;1;-;-;1;1;2;1;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;20
"315895 SANTANA DO PARAISO";7;7;11;17;21;19;10;25;29;25;24;38;39;55;52;35;23;46;35;34;29;15;19;15;29;14;5;6;7;3;3;1;-;-;3;-;-;-;1;1;1;2;3;-;6;9;3;5;9;13;11;8;773
"315900 SANTANA DO RIACHO";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;3;-;-;-;1;2;-;16
"315930 SANTA RITA DE JACUTINGA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;4
"315935 SANTA RITA DE MINAS";1;-;-;-;1;-;-;-;-;3;4;11;1;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"315940 SANTA RITA DE IBITIPOCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"315950 SANTA RITA DO ITUETO";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315960 SANTA RITA DO SAPUCAI";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315970 SANTA ROSA DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;8
"315980 SANTA VITORIA";6;3;2;5;11;14;10;24;27;26;44;43;55;58;53;56;44;42;78;50;46;23;30;13;8;8;5;2;-;1;-;1;1;-;2;3;1;-;4;2;-;-;-;-;-;-;1;-;3;-;-;-;805
"315990 SANTO ANTONIO DO AMPARO";-;-;-;-;-;-;-;-;-;-;1;4;1;11;14;7;21;6;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;74
"316000 SANTO ANTONIO DO AVENTUREIRO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;2;3;-;-;-;14
"316010 SANTO ANTONIO DO GRAMA";-;-;-;-;-;-;-;-;1;5;4;5;9;11;11;18;10;3;10;14;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;107
"316030 SANTO ANTONIO DO JACINTO";2;1;6;5;11;16;27;20;11;8;3;12;12;14;5;4;10;25;13;12;5;4;10;4;3;3;2;7;-;-;2;-;-;-;-;-;-;-;-;3;-;-;1;1;1;2;1;-;-;-;1;-;267
"316040 SANTO ANTONIO DO MONTE";-;-;-;1;-;-;-;-;1;2;2;6;4;3;15;7;16;11;3;6;6;2;2;-;3;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;2;1;103
"316045 SANTO ANTONIO DO RETIRO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316060 SANTO HIPOLITO";1;-;1;-;-;-;1;-;5;-;1;5;8;3;2;5;8;7;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;6;66
"316070 SANTOS DUMONT";-;-;-;-;-;-;-;1;1;1;1;-;2;5;3;4;5;3;4;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"316090 SAO BRAS DO SUACUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;1;-;-;1;-;6
"316095 SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;2;-;2;4;5;2;8;5;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"316100 SAO DOMINGOS DO PRATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
