DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2024
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"314250 MONJOLOS";12;38;47;114;96;125;69;62;28;17;12;8;3;7;1;-;1;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;645
"314260 MONSENHOR PAULO";2;-;-;4;5;2;7;8;15;34;36;74;49;59;71;59;71;53;29;2;1;-;-;1;5;6;4;3;4;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;608
"314270 MONTALVANIA";-;1;2;-;2;4;4;7;3;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;28
"314280 MONTE ALEGRE DE MINAS";1;1;-;2;-;-;4;1;3;-;-;-;1;1;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;21
"314290 MONTE AZUL";-;2;2;2;1;1;-;5;4;1;6;5;9;13;14;10;9;7;6;5;5;1;3;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;115
"314300 MONTE BELO";72;57;82;91;57;17;24;18;16;7;14;2;5;2;4;2;2;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;477
"314310 MONTE CARMELO";4;1;7;2;6;15;18;10;9;10;12;31;13;24;25;29;19;3;15;5;9;7;6;4;2;3;4;-;1;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;298
"314315 MONTE FORMOSO";-;-;-;-;1;-;1;5;15;18;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
"314320 MONTE SANTO DE MINAS";3;13;18;15;46;60;46;85;85;92;147;153;107;113;234;175;140;181;165;188;110;66;31;27;17;14;8;4;1;2;1;1;1;-;2;-;3;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;2357
"314330 MONTES CLAROS";6;5;3;5;1;6;10;8;5;3;3;4;5;-;4;2;2;4;1;-;1;-;1;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84
"314340 MONTE SIAO";2;-;5;12;11;19;31;54;79;132;208;203;200;220;197;158;110;113;87;73;57;38;10;10;6;5;2;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;2049
"314345 MONTEZUMA";-;-;-;-;-;6;2;1;-;-;2;5;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"314350 MORADA NOVA DE MINAS";3;5;3;5;6;2;8;13;11;24;36;44;24;19;16;15;17;9;9;1;3;2;1;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;284
"314360 MORRO DA GARCA";7;4;8;4;10;6;-;1;-;1;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;50
"314370 MORRO DO PILAR";-;-;-;-;-;-;1;1;3;2;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"314380 MUNHOZ";-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"314390 MURIAE";-;-;-;1;-;1;9;2;1;-;-;-;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;21
"314400 MUTUM";-;1;1;-;1;9;6;9;10;8;14;21;15;24;33;19;9;11;19;6;2;1;3;-;3;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;4;2;-;-;-;-;-;-;-;1;-;237
"314410 MUZAMBINHO";3;1;3;7;12;8;20;15;30;63;48;72;63;46;64;52;46;46;62;47;48;17;14;11;5;9;4;1;1;2;1;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;825
"314420 NACIP RAYDAN";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314430 NANUQUE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"314435 NAQUE";3;7;3;4;7;15;2;7;9;4;1;7;3;2;5;3;3;1;-;3;-;1;1;1;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96
"314437 NATALANDIA";1;1;7;16;18;26;23;28;34;22;28;27;16;25;17;20;5;11;7;14;6;3;11;5;2;2;6;7;-;-;1;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;394
"314440 NATERCIA";-;-;-;-;-;-;-;-;-;1;1;4;6;6;4;19;15;5;18;11;6;7;2;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112
"314450 NAZARENO";17;26;37;22;31;27;25;14;5;10;5;7;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230
"314460 NEPOMUCENO";-;-;6;13;8;8;16;22;43;94;115;210;185;229;294;273;238;241;193;161;176;74;54;36;25;19;13;6;-;2;2;-;2;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2761
"314465 NINHEIRA";-;-;-;-;1;-;-;-;2;1;2;9;4;5;20;7;4;2;9;11;8;7;-;7;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101
"314467 NOVA BELEM";-;-;2;3;20;1;6;25;24;3;26;32;9;5;7;1;-;3;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;171
"314470 NOVA ERA";13;9;10;24;13;4;14;10;9;14;5;23;33;12;5;1;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;204
"314480 NOVA LIMA";1;2;-;1;4;2;21;20;29;37;58;45;26;21;4;7;1;3;1;1;-;-;5;7;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;4;-;309
"314490 NOVA MODICA";-;-;1;4;8;13;29;52;52;21;37;19;29;17;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;285
"314500 NOVA PONTE";1;3;2;2;1;-;-;1;1;2;-;-;-;-;1;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"314505 NOVA PORTEIRINHA";-;-;-;-;-;-;2;4;5;4;4;3;1;5;13;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;49
"314510 NOVA RESENDE";1;-;2;4;2;-;-;1;1;1;-;1;1;6;16;14;23;19;12;18;25;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155
"314520 NOVA SERRANA";55;84;119;376;396;582;626;783;844;732;800;658;462;693;667;657;487;439;271;185;162;81;88;68;34;31;26;21;18;16;1;1;-;3;7;26;22;30;19;23;17;23;20;17;15;11;16;8;12;20;15;5;10772
"314530 NOVO CRUZEIRO";1;-;4;1;8;8;15;11;23;43;60;84;70;120;147;146;83;96;88;44;64;41;18;18;12;6;1;2;2;2;-;-;3;1;-;1;1;1;3;-;-;-;-;1;1;-;-;-;-;-;-;1;1231
"314535 NOVO ORIENTE DE MINAS";2;4;3;6;20;6;-;1;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
"314537 NOVORIZONTE";-;3;2;9;6;8;21;18;16;23;3;13;24;10;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162
"314540 OLARIA";-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"314545 OLHOS-D'AGUA";17;21;5;12;15;18;11;10;21;14;8;18;11;13;7;6;1;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;214
"314550 OLIMPIO NORONHA";-;-;-;-;2;-;-;5;-;7;9;16;25;15;44;26;20;24;12;13;8;3;5;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237
"314560 OLIVEIRA";9;7;11;37;42;54;62;71;100;122;130;116;71;86;43;5;2;-;6;11;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;999
"314570 OLIVEIRA FORTES";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"314580 ONCA DE PITANGUI";1;1;1;1;1;1;-;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"314585 ORATORIOS";-;-;-;1;-;1;3;1;8;8;5;-;15;11;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56
"314587 ORIZANIA";-;-;1;-;3;5;2;7;2;2;2;3;12;14;14;39;30;7;2;7;5;6;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;167
"314590 OURO BRANCO";1;-;1;6;14;35;24;20;12;8;13;1;2;2;2;7;7;6;8;21;14;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;211
"314600 OURO FINO";7;18;26;34;58;46;85;99;235;156;298;154;168;215;160;147;144;91;39;83;82;13;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;-;-;2376
"314610 OURO PRETO";26;31;55;89;145;233;220;299;287;246;181;174;110;116;155;97;104;49;94;52;26;42;21;11;10;1;1;2;4;3;4;5;1;-;1;1;-;-;1;2;2;1;1;3;3;1;1;7;4;3;2;-;2927
"314620 OURO VERDE DE MINAS";-;-;-;1;1;-;2;6;19;33;41;76;41;51;51;23;11;6;6;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;377
"314625 PADRE CARVALHO";6;9;16;9;24;22;18;48;57;40;41;61;51;48;44;23;11;3;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;536
"314630 PADRE PARAISO";-;-;1;-;2;-;5;8;9;8;9;10;9;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"314640 PAINEIRAS";1;5;3;5;5;12;3;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;38
"314650 PAINS";3;2;1;2;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;15
"314655 PAI PEDRO";1;1;2;3;6;5;2;9;4;13;12;9;11;20;14;14;11;9;9;10;4;10;8;5;7;6;9;3;6;2;3;6;4;2;1;-;-;-;-;-;1;-;-;2;4;3;-;1;3;-;1;-;256
"314660 PAIVA";-;-;-;-;-;-;-;2;2;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"314670 PALMA";1;2;8;6;5;10;9;13;7;15;14;8;11;34;13;7;11;1;5;3;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;193
"314675 PALMOPOLIS";-;-;-;-;2;1;9;16;21;12;21;21;18;3;3;4;3;2;19;10;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169
"314690 PAPAGAIOS";10;18;29;45;37;56;53;41;45;68;59;41;10;24;12;10;5;10;4;3;4;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;587
"314700 PARACATU";4;4;13;16;57;42;42;55;81;78;91;151;85;164;167;157;156;121;116;114;70;49;34;23;19;13;10;11;4;2;-;1;-;-;-;-;2;2;1;-;3;1;2;1;2;1;-;-;2;5;-;-;1972
"314710 PARA DE MINAS";7;16;12;54;99;109;172;337;498;431;346;337;231;127;68;49;20;183;139;67;18;29;58;22;11;12;4;6;5;2;1;2;2;2;5;2;2;5;10;1;-;1;-;-;-;-;1;-;-;-;-;-;3503
"314720 PARAGUACU";-;1;-;-;2;-;2;4;5;10;7;6;13;8;6;43;32;71;84;114;94;61;34;37;18;11;10;2;1;3;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;683
"314730 PARAISOPOLIS";-;2;-;-;-;1;7;10;17;18;5;19;18;24;31;37;19;31;31;37;35;16;12;7;3;-;3;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;385
"314740 PARAOPEBA";5;14;21;13;11;35;29;76;82;76;40;30;14;37;26;19;14;1;2;3;1;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;554
"314750 PASSABEM";-;6;6;-;3;9;11;5;12;8;3;13;4;9;9;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;101
"314760 PASSA QUATRO";1;1;-;3;4;1;8;16;21;14;22;23;26;14;41;36;30;31;45;39;21;16;6;6;7;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;437
"314770 PASSA TEMPO";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314780 PASSA-VINTE";-;-;-;-;-;5;3;2;3;2;6;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;26
"314790 PASSOS";123;157;262;320;431;504;866;966;1298;1646;1932;1771;1120;1254;1078;729;672;472;346;302;205;119;113;69;64;58;48;42;33;18;8;9;10;10;19;29;28;22;19;28;19;16;15;17;26;29;39;38;28;33;22;11;17493
"314795 PATIS";2;2;1;1;5;3;11;22;4;-;3;22;10;2;9;14;10;7;9;12;3;-;-;-;-;2;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;163
"314800 PATOS DE MINAS";108;132;173;316;354;370;452;614;778;1038;1098;1019;804;879;858;715;613;550;471;430;295;245;249;175;96;71;44;22;17;9;8;1;8;8;2;1;8;6;2;7;7;3;11;7;15;29;31;33;19;8;10;1;13220
"314810 PATROCINIO";57;71;95;156;189;203;212;251;237;356;506;587;416;388;195;105;76;56;53;47;43;35;34;16;13;11;5;3;2;3;-;-;1;-;-;-;1;2;-;1;2;1;1;-;1;3;-;2;2;1;1;3;4443
"314820 PATROCINIO DO MURIAE";-;-;-;-;2;2;3;5;5;6;3;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;1;-;-;-;-;-;-;34
"314830 PAULA CANDIDO";-;-;-;1;2;8;8;8;12;26;20;20;24;32;8;10;7;7;8;5;5;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215
"314840 PAULISTAS";-;-;1;3;4;8;8;17;29;19;30;21;31;5;6;3;5;5;3;6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;208
"314850 PAVAO";2;-;-;-;4;3;3;5;13;2;7;4;4;3;1;2;-;1;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
"314860 PECANHA";-;1;-;14;10;24;40;54;28;73;59;107;131;54;39;18;24;25;35;22;7;2;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;773
"314870 PEDRA AZUL";-;-;-;1;3;7;8;14;13;21;6;11;2;3;1;1;-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96
"314875 PEDRA BONITA";-;-;-;1;-;1;-;1;2;1;2;3;-;6;8;6;8;2;-;5;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"314880 PEDRA DO ANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314890 PEDRA DO INDAIA";-;-;1;-;1;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314900 PEDRA DOURADA";-;-;1;-;-;-;-;7;9;4;1;4;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;31
"314910 PEDRALVA";-;-;-;-;-;-;1;-;-;1;-;-;-;1;2;4;1;2;2;2;1;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"314915 PEDRAS DE MARIA DA CRUZ";3;1;1;-;7;3;5;8;13;13;14;10;7;2;5;7;5;5;-;2;2;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;1;-;1;2;2;-;-;126
"314920 PEDRINOPOLIS";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314930 PEDRO LEOPOLDO";11;6;19;55;173;85;109;99;163;90;68;56;53;25;8;13;7;3;4;2;4;2;5;-;5;-;-;-;-;-;-;1;1;-;-;1;1;5;6;2;2;9;10;1;-;2;3;4;16;22;16;7;1174
"314940 PEDRO TEIXEIRA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314950 PEQUERI";1;-;-;2;6;3;2;7;3;7;9;10;3;2;2;-;4;8;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;-;-;80
"314960 PEQUI";19;30;37;46;63;59;66;99;92;62;63;52;47;30;20;31;21;20;19;10;8;10;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;908
"314970 PERDIGAO";153;127;160;153;131;120;61;82;43;18;30;32;13;22;17;17;6;5;7;6;6;4;2;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;3;-;-;-;-;-;-;-;1228
"314980 PERDIZES";1;6;5;4;11;11;15;27;31;46;36;41;46;83;82;75;89;141;92;69;54;41;63;34;6;9;5;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1130
"314990 PERDOES";8;1;6;14;18;20;44;46;86;96;98;100;98;121;133;102;75;89;100;49;47;17;14;16;9;6;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1419
"314995 PERIQUITO";-;2;2;2;2;2;1;-;3;1;2;-;1;1;1;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"315000 PESCADOR";-;-;1;1;1;1;-;3;8;4;3;3;4;4;5;1;2;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"315010 PIAU";33;33;27;29;24;17;22;6;5;9;-;4;5;-;2;4;3;-;4;3;3;4;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;3;2;249
"315015 PIEDADE DE CARATINGA";-;-;2;3;9;12;21;23;27;16;28;34;45;58;82;61;71;29;36;24;23;7;10;10;4;-;4;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;642
"315020 PIEDADE DE PONTE NOVA";-;-;-;1;2;8;11;4;5;13;10;32;16;14;11;7;7;2;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;148
"315030 PIEDADE DO RIO GRANDE";-;3;1;12;12;27;23;34;41;56;78;142;80;50;72;49;44;33;21;22;10;2;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;816
"315040 PIEDADE DOS GERAIS";1;-;3;4;4;10;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"315050 PIMENTA";-;-;-;-;2;-;7;10;6;2;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"315053 PINGO-D'AGUA";1;-;2;3;15;15;18;13;6;8;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;86
"315057 PINTOPOLIS";-;2;4;8;2;1;6;5;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"315060 PIRACEMA";-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315070 PIRAJUBA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315080 PIRANGA";3;4;7;17;17;18;12;49;74;67;74;90;87;70;105;27;21;41;36;25;10;6;1;3;2;1;2;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;873
"315090 PIRANGUCU";-;-;-;-;-;-;1;3;3;7;7;5;6;8;15;9;11;9;12;10;8;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117
"315100 PIRANGUINHO";-;3;3;1;1;-;1;-;2;3;2;4;2;3;1;3;3;5;3;5;4;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"315110 PIRAPETINGA";-;1;-;2;1;7;17;23;26;15;5;16;7;2;4;3;5;6;2;1;3;1;1;-;3;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;157
"315120 PIRAPORA";15;20;40;21;42;49;50;59;80;86;114;70;48;53;38;41;34;18;10;10;9;6;3;8;2;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;4;1;1;1;-;1;940
"315130 PIRAUBA";1;1;1;9;11;9;5;7;11;1;1;-;1;-;-;1;1;-;1;10;6;1;3;3;1;2;-;1;1;3;-;-;2;-;-;-;-;-;1;-;1;1;-;-;-;-;1;1;3;4;1;-;107
"315140 PITANGUI";5;14;22;32;32;25;50;58;62;47;-;2;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4;5;5;5;5;5;3;1;1;1;3;7;7;4;9;1;420
"315150 PIUMHI";111;176;154;234;305;232;286;425;440;352;318;317;160;174;140;103;69;65;62;38;22;15;6;4;2;3;5;4;2;-;-;-;-;-;-;1;1;-;2;-;-;-;1;1;2;-;1;4;1;1;2;1;4242
"315160 PLANURA";1;1;-;-;7;7;21;19;20;23;34;16;4;15;5;11;30;11;27;29;20;6;10;12;4;7;1;1;9;3;1;2;-;3;4;4;1;4;2;-;-;1;3;-;-;-;2;3;5;2;4;1;396
